pHold0	0.00564493	-0.0153415	-0.00115501	370	pHold5
pHold0	0.00936242	-0.0269743	-0.00269734	170	pHold5
pHold0	0.0152587	-0.0418611	-0.00445449	158	pHold5
pHold0	0.0241206	-0.0595527	-0.00776325	41	pHold5
pHold0	0.0322876	-0.12042	-0.0182357	612	pHold5
pHold0	0.0351766	-0.137097	-0.023001	424	pHold5
pHold0	0.0468831	-0.163538	-0.0237115	405	pHold5
pHold0	0.0549494	-0.184398	-0.0263665	269	pHold5
pHold0	0.0679782	-0.210391	-0.028024	405	pHold5
pHold0	0.127221	-0.21603	-0.0183752	594	pHold5
pHold0	0.128712	-0.217298	-0.0175246	94	pHold5
pHold0	0.130046	-0.21835	-0.0167549	36	pHold5
pHold0	0.133079	-0.220841	-0.015718	69	pHold5
pHold0	0.150773	-0.23488	-0.0104264	255	pHold5
pHold0	0.150923	-0.234965	-0.010363	0	pHold5
pHold0	0.158173	-0.239283	-0.00755862	93	pHold5
pHold0	0.160214	-0.240502	-0.00676384	76	pHold5
pHold0	0.162812	-0.242034	-0.00524519	19	pHold5
pHold0	0.178994	-0.252082	0.0073933	213	pHold5
pHold0	0.193016	-0.264054	0.0239833	379	pHold5
pHold0	0.202828	-0.275916	0.0273837	122	pHold5
pHold0	0.21327	-0.3017	0.0419164	297	pHold5
pHold0	0.232566	-0.317052	0.0583451	298	pHold5
pHold0	0.244522	-0.325809	0.0942985	456	pHold5
pHold0	0.250755	-0.337724	0.113583	164	pHold5
pHold0	0.280058	-0.375868	0.144653	621	pHold5
pHold0	0.281191	-0.383123	0.150824	119	pHold5
pHold0	0.285469	-0.392307	0.158818	66	pHold5
pHold0	0.287003	-0.399882	0.167756	183	pHold5
pHold0	0.287311	-0.401291	0.16959	68	pHold5
pHold0	0.293653	-0.423052	0.198216	535	pHold5
pHold0	0.287697	-0.441663	0.209171	261	pHold5
pHold0	0.282872	-0.460258	0.220998	86	pHold5
pHold0	0.286309	-0.469691	0.231483	186	pHold5
pHold0	0.287458	-0.470971	0.232021	41	pHold5
pHold0	0.319564	-0.508635	0.252024	555	pHold5
pHold0	0.324648	-0.516677	0.280359	569	pHold5
pHold0	0.350464	-0.542556	0.30451	509	pHold5
pHold0	0.368052	-0.533974	0.315764	187	pHold5
pHold0	0.404091	-0.524045	0.332652	270	pHold5
pHold0	0.418958	-0.519373	0.349288	147	pHold5
pHold0	0.427614	-0.523579	0.349702	128	pHold5
pHold0	0.437906	-0.528582	0.349446	74	pHold5
pHold0	0.441884	-0.529099	0.349562	71	pHold5
pHold0	0.450111	-0.529169	0.348976	103	pHold5
pHold0	0.456621	-0.528201	0.348205	150	pHold5
pHold0	0.497244	-0.521569	0.339365	705	pHold5
pHold0	0.500067	-0.521428	0.338193	35	pHold5
pHold0	0.538149	-0.523175	0.325386	389	pHold5
pHold0	0.552385	-0.524474	0.329547	236	pHold5
pHold0	0.558393	-0.524437	0.329999	111	pHold5
pHold0	0.566643	-0.525557	0.330691	54	pHold5
pHold0	0.570958	-0.525241	0.329249	149	pHold5
pHold0	0.573254	-0.524519	0.328866	326	pHold5
pHold0	0.574051	-0.524565	0.328582	113	pHold5
pHold0	0.631077	-0.527846	0.308282	699	pHold5
pHold0	0.631824	-0.525124	0.306814	26	pHold5
