pHold0	6.2529e-06	-0.00016649	-7.07937e-05	0	pHold5
pHold0	8.09682e-06	-0.000212219	-9.02732e-05	79	pHold5
pHold0	0.000217311	-0.00408315	-0.00172141	281	pHold5
pHold0	0.00167004	-0.0324637	-0.0137078	358	pHold5
pHold0	0.00417372	-0.0444767	-0.0124801	237	pHold5
pHold0	0.00572174	-0.0606488	-0.0108946	187	pHold5
pHold0	0.00664498	-0.0808761	-0.0129795	232	pHold5
pHold0	0.00826595	-0.101179	-0.0185488	184	pHold5
pHold0	0.0313789	-0.127222	0.00256369	411	pHold5
pHold0	0.0686208	-0.14719	0.0129306	300	pHold5
pHold0	0.125504	-0.164408	0.0194789	597	pHold5
pHold0	0.179964	-0.159423	0.0465631	516	pHold5
pHold0	0.20484	-0.169442	0.0628946	367	pHold5
pHold0	0.237686	-0.196025	0.0914278	600	pHold5
pHold0	0.242255	-0.199901	0.100406	158	pHold5
pHold0	0.249546	-0.204743	0.109522	70	pHold5
pHold0	0.256287	-0.212288	0.119008	137	pHold5
pHold0	0.264679	-0.21967	0.139141	317	pHold5
pHold0	0.269534	-0.231101	0.15847	332	pHold5
pHold0	0.275673	-0.24443	0.178384	197	pHold5
pHold0	0.283931	-0.251151	0.186005	77	pHold5
pHold0	0.287667	-0.250985	0.185879	110	pHold5
pHold0	0.381781	-0.254835	0.188831	841	pHold5
pHold0	0.393808	-0.243447	0.175902	200	pHold5
pHold0	0.405259	-0.239845	0.171072	127	pHold5
pHold0	0.433156	-0.228734	0.162233	498	pHold5
pHold0	0.435192	-0.227638	0.161004	108	pHold5
pHold0	0.440439	-0.226005	0.158706	372	pHold5
pHold0	0.473442	-0.207512	0.150647	373	pHold5
pHold0	0.482173	-0.203715	0.141751	123	pHold5
pHold0	0.482538	-0.203541	0.14144	86	pHold5
pHold0	0.514938	-0.190884	0.114783	349	pHold5
pHold0	0.520388	-0.191717	0.109286	86	pHold5
pHold0	0.551902	-0.19167	0.0778306	647	pHold5
pHold0	0.560901	-0.192985	0.070242	111	pHold5
pHold0	0.566065	-0.193936	0.0653949	115	pHold5
pHold0	0.579514	-0.194477	0.0514906	120	pHold5
pHold0	0.581457	-0.19301	0.0493618	54	pHold5
pHold0	0.600069	-0.175674	0.027638	282	pHold5
pHold0	0.607564	-0.166165	0.0197713	46	pHold5
pHold0	0.62385	-0.144381	0.00655586	114	pHold5
pHold0	0.637191	-0.139336	-0.00342574	0	pHold5
pHold0	0.668247	-0.12662	-0.0244466	262	pHold5
pHold0	0.670047	-0.126124	-0.0247403	91	pHold5
pHold0	0.685155	-0.121987	-0.02668	177	pHold5
pHold0	0.735213	-0.1072	-0.0406748	468	pHold5
pHold0	0.736172	-0.106537	-0.0420712	70	pHold5
pHold0	0.757227	-0.0757029	-0.0870648	370	pHold5
pHold0	0.757103	-0.0755273	-0.0875893	0	pHold5
pHold0	0.752137	-0.0685033	-0.108573	254	pHold5
pHold0	0.748557	-0.0680264	-0.118792	140	pHold5
pHold0	0.745111	-0.0691966	-0.132066	238	pHold5
pHold0	0.741826	-0.0706397	-0.156164	238	pHold5
pHold0	0.743589	-0.0695456	-0.162694	210	pHold5
pHold0	0.746372	-0.0666807	-0.172051	194	pHold5
pHold0	0.747611	-0.0635292	-0.183995	177	pHold5
pHold0	0.747926	-0.0634522	-0.185967	124	pHold5
pHold0	0.74884	-0.063146	-0.192094	109	pHold5
pHold0	0.749962	-0.0609644	-0.206404	182	pHold5
pHold0	0.750797	-0.0561924	-0.215194	100	pHold5
pHold0	0.748279	-0.0541526	-0.223304	140	pHold5
pHold0	0.746831	-0.0519916	-0.233582	81	pHold5
pHold0	0.740336	-0.0435538	-0.260638	160	pHold5
