pHold0	-0.000147609	-4.16883e-05	0.000176113	0	pHold5
pHold0	-0.000426195	-0.000118157	0.000512254	38	pHold5
pHold0	-0.00615562	-0.00161277	0.00773952	12	pHold5
pHold0	-0.0240261	-0.001769	0.0276361	65	pHold5
pHold0	-0.0363258	-0.00235673	0.0382436	45	pHold5
pHold0	-0.104659	-0.0192945	0.0771821	870	pHold5
pHold0	-0.170288	-0.00592305	0.114742	747	pHold5
pHold0	-0.200923	-0.00536761	0.120032	279	pHold5
pHold0	-0.234577	-0.0101902	0.128539	353	pHold5
pHold0	-0.240847	-0.0111861	0.130039	167	pHold5
pHold0	-0.283705	-0.0204864	0.142104	217	pHold5
pHold0	-0.343691	-0.0266735	0.154867	524	pHold5
pHold0	-0.396358	-0.0383758	0.16626	224	pHold5
pHold0	-0.409986	-0.0450216	0.17468	130	pHold5
pHold0	-0.428504	-0.0545236	0.186257	1894	pHold5
pHold0	-0.438054	-0.0600194	0.19157	415	pHold5
pHold0	-0.474967	-0.0906327	0.209158	436	pHold5
pHold0	-0.494257	-0.0998985	0.224513	251	pHold5
pHold0	-0.555135	-0.134039	0.262527	537	pHold5
pHold0	-0.599163	-0.149272	0.275512	512	pHold5
pHold0	-0.624401	-0.162765	0.285553	183	pHold5
pHold0	-0.62785	-0.163908	0.286602	69	pHold5
pHold0	-0.630334	-0.164843	0.287307	115	pHold5
pHold0	-0.709174	-0.194746	0.32193	786	pHold5
pHold0	-0.710748	-0.195867	0.323131	85	pHold5
pHold0	-0.712287	-0.197049	0.324375	47	pHold5
pHold0	-0.71929	-0.20337	0.331348	91	pHold5
pHold0	-0.738508	-0.212909	0.353333	266	pHold5
pHold0	-0.761277	-0.229213	0.351975	450	pHold5
pHold0	-0.83144	-0.279376	0.357321	713	pHold5
pHold0	-0.833901	-0.283517	0.355766	196	pHold5
pHold0	-0.838727	-0.291386	0.353038	120	pHold5
pHold0	-0.867094	-0.345821	0.33319	475	pHold5
pHold0	-0.870133	-0.356117	0.331031	16	pHold5
pHold0	-0.87418	-0.373462	0.328345	52	pHold5
pHold0	-0.874813	-0.376032	0.327655	104	pHold5
pHold0	-0.879058	-0.394003	0.322842	226	pHold5
pHold0	-0.931893	-0.516012	0.286611	1530	pHold5
pHold0	-0.943184	-0.612096	0.270328	850	pHold5
pHold0	-0.950431	-0.647731	0.260238	334	pHold5
pHold0	-0.952875	-0.664363	0.254622	154	pHold5
pHold0	-0.958936	-0.689804	0.245417	232	pHold5
pHold0	-0.963987	-0.702288	0.235516	138	pHold5
pHold0	-0.969471	-0.713095	0.226626	156	pHold5
pHold0	-0.980449	-0.729851	0.211513	172	pHold5
pHold0	-0.993301	-0.748403	0.190848	116	pHold5
pHold0	-1.01896	-0.764691	0.160765	452	pHold5
pHold0	-1.01947	-0.770127	0.15139	158	pHold5
pHold0	-1.02009	-0.771232	0.145779	93	pHold5
pHold0	-1.02099	-0.772594	0.1411	179	pHold5
pHold0	-1.03341	-0.794253	0.0622267	617	pHold5
pHold0	-1.03174	-0.795636	0.0258538	273	pHold5
pHold0	-1.03574	-0.801643	-0.00647171	289	pHold5
pHold0	-1.04157	-0.812348	-0.035238	244	pHold5
pHold0	-1.04492	-0.819253	-0.0529493	189	pHold5
pHold0	-1.05181	-0.831897	-0.0812017	220	pHold5
pHold0	-1.06035	-0.836019	-0.103096	161	pHold5
pHold0	-1.06308	-0.83872	-0.108526	90	pHold5
pHold0	-1.06866	-0.845414	-0.120875	55	pHold5
pHold0	-1.07646	-0.85386	-0.138508	134	pHold5
pHold0	-1.07509	-0.862163	-0.144361	135	pHold5
pHold0	-1.07461	-0.864051	-0.145594	7	pHold5
pHold0	-1.05787	-0.899127	-0.172335	502	pHold5
pHold0	-1.04851	-0.922643	-0.193231	193	pHold5
pHold0	-1.04078	-0.951151	-0.205917	250	pHold5
pHold0	-1.02603	-0.979783	-0.225996	656	pHold5
pHold0	-1.0159	-0.993362	-0.239243	196	pHold5
pHold0	-1.00093	-1.01174	-0.255515	477	pHold5
pHold0	-0.994797	-1.01682	-0.259835	72	pHold5
pHold0	-0.993379	-1.01802	-0.260908	100	pHold5
pHold0	-0.977829	-1.03101	-0.27313	359	pHold5
pHold0	-0.963481	-1.0443	-0.286332	544	pHold5
pHold0	-0.947767	-1.05887	-0.299938	209	pHold5
pHold0	-0.941548	-1.06525	-0.306159	336	pHold5
pHold0	-0.929601	-1.07886	-0.317598	319	pHold5
pHold0	-0.902998	-1.11231	-0.341328	934	pHold5
pHold0	-0.899901	-1.11561	-0.342707	157	pHold5
pHold0	-0.860503	-1.15847	-0.358562	573	pHold5
pHold0	-0.837641	-1.19596	-0.358344	478	pHold5
pHold0	-0.836044	-1.19791	-0.3586	64	pHold5
pHold0	-0.809578	-1.23001	-0.36101	390	pHold5
pHold0	-0.795828	-1.23512	-0.361046	91	pHold5
pHold0	-0.788422	-1.23737	-0.360741	61	pHold5
pHold0	-0.740514	-1.24908	-0.360588	796	pHold5
pHold0	-0.737553	-1.25111	-0.360296	73	pHold5
pHold0	-0.735149	-1.25285	-0.360008	76	pHold5
pHold0	-0.694901	-1.28073	-0.355426	526	pHold5
pHold0	-0.686703	-1.29071	-0.351596	69	pHold5
pHold0	-0.680769	-1.29702	-0.348915	124	pHold5
pHold0	-0.634334	-1.32795	-0.325228	761	pHold5
